"PRODUCT","DRAW NUMBER","SEQUENCE NUMBER","DRAW DATE","NUMBER DRAWN 1","NUMBER DRAWN 2","NUMBER DRAWN 3","NUMBER DRAWN 4","NUMBER DRAWN 5","NUMBER DRAWN 6","NUMBER DRAWN 7","BONUS NUMBER"
"LOTTO MAX",146,8,"2012-07-06",7,8,10,28,46,47,48,0
"LOTTO MAX",146,9,"2012-07-06",8,10,18,19,34,36,40,0
"LOTTO MAX",146,10,"2012-07-06",7,9,11,16,22,45,46,0
"LOTTO MAX",146,11,"2012-07-06",4,15,28,38,42,45,47,0
"LOTTO MAX",146,12,"2012-07-06",5,6,7,9,13,37,44,0
"LOTTO MAX",146,13,"2012-07-06",5,11,19,26,28,30,39,0
"LOTTO MAX",146,14,"2012-07-06",12,13,22,25,32,38,41,0
"LOTTO MAX",146,15,"2012-07-06",12,15,16,31,44,46,48,0
"LOTTO MAX",146,16,"2012-07-06",6,9,22,23,35,41,48,0
"LOTTO MAX",146,17,"2012-07-06",5,9,11,18,35,40,49,0
"LOTTO MAX",146,18,"2012-07-06",20,33,40,45,47,48,49,0
"LOTTO MAX",146,19,"2012-07-06",8,13,27,31,36,39,48,0
"LOTTO MAX",146,20,"2012-07-06",9,21,22,36,38,45,46,0
"LOTTO MAX",146,21,"2012-07-06",6,20,22,26,29,39,43,0
"LOTTO MAX",146,22,"2012-07-06",7,16,18,20,36,42,43,0
"LOTTO MAX",146,23,"2012-07-06",2,7,16,25,27,46,49,0
"LOTTO MAX",146,24,"2012-07-06",1,3,22,26,29,31,37,0
"LOTTO MAX",146,25,"2012-07-06",3,10,11,22,26,37,39,0
"LOTTO MAX",146,26,"2012-07-06",13,31,33,36,38,39,42,0
"LOTTO MAX",146,27,"2012-07-06",4,10,13,16,27,37,40,0
"LOTTO MAX",146,28,"2012-07-06",11,25,34,39,41,44,48,0
"LOTTO MAX",146,29,"2012-07-06",3,10,17,20,21,25,34,0
"LOTTO MAX",146,30,"2012-07-06",8,11,13,17,30,31,48,0
"LOTTO MAX",146,31,"2012-07-06",1,5,7,14,18,21,34,0
"LOTTO MAX",146,32,"2012-07-06",4,11,12,20,26,36,38,0
"LOTTO MAX",146,33,"2012-07-06",3,5,6,11,30,40,46,0
"LOTTO MAX",146,34,"2012-07-06",2,20,31,36,43,44,47,0
"LOTTO MAX",146,35,"2012-07-06",6,10,16,19,22,25,43,0
"LOTTO MAX",146,36,"2012-07-06",4,16,29,32,34,42,46,0
"LOTTO MAX",146,37,"2012-07-06",17,25,29,32,33,35,49,0
"LOTTO MAX",146,38,"2012-07-06",3,14,15,17,22,27,30,0
"LOTTO MAX",146,39,"2012-07-06",9,16,20,23,33,42,49,0
"LOTTO MAX",146,40,"2012-07-06",7,8,21,26,41,48,49,0
"LOTTO MAX",146,41,"2012-07-06",4,5,11,13,17,23,36,0
"LOTTO MAX",146,42,"2012-07-06",12,14,17,18,27,28,46,0
"LOTTO MAX",146,43,"2012-07-06",12,19,28,34,37,40,49,0
"LOTTO MAX",146,44,"2012-07-06",10,11,15,23,30,31,49,0
"LOTTO MAX",146,45,"2012-07-06",2,3,17,18,23,34,42,0
"LOTTO MAX",146,46,"2012-07-06",6,33,34,35,37,41,48,0
"LOTTO MAX",146,47,"2012-07-06",8,12,19,20,30,32,44,0
"LOTTO MAX",146,48,"2012-07-06",5,8,14,18,21,27,42,0
"LOTTO MAX",146,49,"2012-07-06",2,6,11,13,31,33,44,0
"LOTTO MAX",146,50,"2012-07-06",6,12,19,28,29,30,47,0
"LOTTO MAX",147,0,"2012-07-13",3,13,14,23,33,36,45,7
"LOTTO MAX",148,0,"2012-07-20",4,7,29,35,39,43,44,46
"LOTTO MAX",149,0,"2012-07-27",2,20,25,26,46,47,48,44
"LOTTO MAX",150,0,"2012-08-03",1,2,18,26,27,39,42,33
"LOTTO MAX",151,0,"2012-08-10",2,15,18,19,22,27,49,40
"LOTTO MAX",152,0,"2012-08-17",18,19,22,27,29,36,47,25
"LOTTO MAX",152,1,"2012-08-17",3,7,15,25,33,39,47,0
"LOTTO MAX",152,2,"2012-08-17",7,10,15,16,21,23,36,0
"LOTTO MAX",153,0,"2012-08-24",2,3,5,22,23,32,33,8
"LOTTO MAX",153,1,"2012-08-24",15,17,28,30,35,37,47,0
"LOTTO MAX",153,2,"2012-08-24",2,8,10,26,35,37,44,0
"LOTTO MAX",153,3,"2012-08-24",7,16,17,29,32,33,46,0
"LOTTO MAX",153,4,"2012-08-24",1,9,24,29,34,46,47,0
"LOTTO MAX",153,5,"2012-08-24",3,4,14,28,29,40,41,0
"LOTTO MAX",153,6,"2012-08-24",1,14,21,30,41,42,46,0
"LOTTO MAX",153,7,"2012-08-24",2,9,14,21,29,31,44,0
"LOTTO MAX",153,8,"2012-08-24",24,30,31,33,40,41,48,0
"LOTTO MAX",153,9,"2012-08-24",1,11,14,16,25,32,34,0
"LOTTO MAX",153,10,"2012-08-24",5,16,18,29,45,48,49,0
"LOTTO MAX",153,11,"2012-08-24",5,23,28,29,39,40,47,0
"LOTTO MAX",153,12,"2012-08-24",7,10,12,23,40,48,49,0
"LOTTO MAX",153,13,"2012-08-24",8,9,38,42,44,48,49,0
"LOTTO MAX",154,0,"2012-08-31",5,12,13,28,33,37,43,44
"LOTTO MAX",155,0,"2012-09-07",11,14,18,20,37,41,46,8
"LOTTO MAX",156,0,"2012-09-14",2,27,30,31,37,46,47,21
"LOTTO MAX",157,0,"2012-09-21",7,8,10,11,19,34,45,44
"LOTTO MAX",158,0,"2012-09-28",5,6,32,33,39,42,47,9
"LOTTO MAX",159,0,"2012-10-05",1,12,23,27,30,31,37,33
"LOTTO MAX",159,1,"2012-10-05",18,19,23,30,36,42,43,0
"LOTTO MAX",159,2,"2012-10-05",11,22,29,38,39,40,46,0
"LOTTO MAX",160,0,"2012-10-12",5,7,12,15,35,45,47,40
"LOTTO MAX",160,1,"2012-10-12",5,9,20,31,32,39,43,0
"LOTTO MAX",160,2,"2012-10-12",8,16,28,31,40,43,44,0
"LOTTO MAX",160,3,"2012-10-12",4,7,10,16,31,36,40,0
"LOTTO MAX",160,4,"2012-10-12",7,8,21,25,32,40,49,0
"LOTTO MAX",160,5,"2012-10-12",12,15,28,33,37,44,48,0
"LOTTO MAX",160,6,"2012-10-12",18,23,30,40,41,44,45,0
"LOTTO MAX",160,7,"2012-10-12",9,13,15,16,17,44,46,0
"LOTTO MAX",160,8,"2012-10-12",12,16,32,34,38,39,46,0
"LOTTO MAX",160,9,"2012-10-12",17,31,34,37,39,43,44,0
